name,pop_2008,pop_2018,bagrut_2018,academic_2018,academic_2008,bagrut_2008,shnot_limud_16_plus_2008,shnot_limud_16_plus_2018,year_median_imcome_2018,year_median_imcome_2008,mounth_median_imcome_2008,mounth_median_imcome_2018,groth_rate,bagrut_groth_rate,academic_groth_rate,income_groth_rate,shiur_bagrut_2008,shiur_bagrut_2018,shiur_academic_2008,shiur_academic_2018,pop_groth_rate,e_s_normal_grouth
בית יהושע,851,1055, , , , , , , , , , ,.239717978848414, , , , , , , ,23.9717978848414,0
בית חשמונאי,1441,2190,976,584, , , ,1022,130900, , ,11700,.519777931991672, , , , ,44.5662100456621, ,26.6666666666667,51.9777931991672,0
בית חנניה,753,912, , , , , , , , , , ,.211155378486056, , , , , , , ,21.1155378486056,0
בית חנן,514,548, , , , , , , , , , ,.066147859922179, , , , , , , ,6.6147859922179,0
בית חלקיה,452,1221, , , , , , , , , , ,1.70132743362832, , , , , , , ,170.132743362832,0
בית חירות,735,904, , , , , , , , , , ,.229931972789116, , , , , , , ,22.9931972789116,0
בית חורון,936,1362, , , , , , , , , , ,.455128205128205, , , , , , , ,45.5128205128205,0
בית זרע,603,590, , , , , , , , , , ,-.021558872305141, , , , , , , ,-2.1558872305141,0
בית זית,1343,1679, , , , , , , , , , ,.250186150409531, , , , , , , ,25.0186150409531,0
בית זיד,236,80, , , , , , , , , , ,-.661016949152542, , , , , , , ,-66.1016949152542,0
בית השיטה,959,1264, , , , , , , , , , ,.318039624608968, , , , , , , ,31.8039624608968,0
בית הערבה,100,290, , , , , , , , , , ,1.9, , , , , , , ,190,0
בית העמק,490,553, , , , , , , , , , ,.128571428571429, , , , , , , ,12.8571428571429,0
בית הלל,659,790, , , , , , , , , , ,.198786039453718, , , , , , , ,19.8786039453718,0
בית הלוי,654,803, , , , , , , , , , ,.22782874617737, , , , , , , ,22.782874617737,0
בית הגדי,652,839, , , , , , , , , , ,.28680981595092, , , , , , , ,28.680981595092,0
בית דגן,6594,7210,2430,967,699,1622,3544,4490,87000,67100,6100,7900,.0934182590233545,.498150431565968,.383404864091559,.295081967213115,24.5981195025781,33.7031900138696,10.6005459508644,13.4119278779473,9.34182590233545,1
בית גמליאל,899,1018, , , , , , , , , , ,.132369299221357, , , , , , , ,13.2369299221357,0
בית גוברין,300,427, , , , , , , , , , ,.423333333333333, , , , , , , ,42.3333333333333,0
בית ג'ן,10354,11864,3845,1129,581,1941,5680,7565,56900,33800,3800,5400,.145837357542979,.980937660999485,.943201376936317,.421052631578947,18.7463782113193,32.4089683074848,5.61135792930268,9.5161834120027,14.5837357542979,1
בית ברל,166,208, , , , , , , , , , ,.253012048192771, , , , , , , ,25.3012048192771,0
בית אריה,3579,5140, , , , , , , , , , ,.436155350656608, , , , , , , ,43.6155350656608,0
בית אלפא,1214,691, , , , , , , , , , ,-.430807248764415, , , , , , , ,-43.0807248764415,0
בית אלעזרי,1205,1563, , , , , , , , , , ,.297095435684647, , , , , , , ,29.7095435684647,0
בית אל,5345,6043,2350,1042,732,1706,2001,2629,39800,39000,4100,4300,.130589335827876,.377491207502931,.423497267759563,.0487804878048781,31.9176800748363,38.8879695515472,13.6950420954163,17.2430911798775,13.0589335827876,1
בית אורן,401,466, , , , , , , , , , ,.162094763092269, , , , , , , ,16.2094763092269,0
בירייה,683,844, , , , , , , , , , ,.235724743777452, , , , , , , ,23.5724743777452,0
ביר הדאג',3495,5734,469,137,94,174,893,2123,38000,40400,4100,5000,.640629470672389,1.69540229885057,.457446808510638,.219512195121951,4.97854077253219,8.1792814788978,2.689556509299,2.38925706313219,64.0629470672389,0
ביר אל-מכסור,7439,9316,1515,402,190,740,3737,5392,59100,42300,4300,5700,.252318860061836,1.0472972972973,1.11578947368421,.325581395348837,9.94757359860196,16.2623443537999,2.55410673477618,4.31515671962216,25.2318860061836,0
ביצרון,1115,1267, , , , , , , , , , ,.136322869955157, , , , , , , ,13.6322869955157,0
בטחה,621,790, , , , , , , , , , ,.272141706924316, , , , , , , ,27.2141706924316,0
בחן,394,1054, , , , , , , , , , ,1.6751269035533, , , , , , , ,167.51269035533,0
בורגתה,983,1120, , , , , , , , , , ,.139369277721261, , , , , , , ,13.9369277721261,0
בוקעאתא,5718,6528,1457,461,235,794,2974,4040,43800,33900,3800,4700,.141657922350472,.835012594458438,.961702127659575,.236842105263158,13.8859741168241,22.3192401960784,4.10982861140259,7.06188725490196,14.1657922350472,1
בועיינה-נוג'ידאת,7837,9645,2033,738,309,973,3806,5576,52400,39400,4300,5300,.230700523159372,1.08941418293936,1.38834951456311,.232558139534884,12.4154651014419,21.078278900985,3.94283526859768,7.65163297045101,23.0700523159372,1
בוסתן הגליל,784,1306, , , , , , , , , , ,.665816326530612, , , , , , , ,66.5816326530612,0
בארי,860,1038, , , , , , , , , , ,.206976744186047, , , , , , , ,20.6976744186047,0
בארותיים,829,1154, , , , , , , , , , ,.392038600723764, , , , , , , ,39.2038600723764,0
בארות יצחק,382,420, , , , , , , , , , ,.0994764397905759, , , , , , , ,9.94764397905758,0
באר שבע 645,8570,17693,6656,3685,1474,2997,4574,8519,110100,74200,6500,9700,1.06452742123687,1.22088755422089,1.5,.492307692307692,34.9708284714119,37.6193975018369,17.1995332555426,20.8274458825524,106.452742123687,0
באר שבע 644,1375,1266, , , , , , , , , , ,-.0792727272727273, , , , , , , ,-7.92727272727273,0
באר שבע 643,4933,5142,2629,1367,1059,2066,2697,2943,106300,87300,7800,9500,.0423677275491587,.272507260406583,.290840415486308,.217948717948718,41.8812081897426,51.1279657720731,21.4676667342388,26.58498638662,4.23677275491587,1
באר שבע 642,4411,4811,2227,1067,755,1691,2516,2883,88000,68200,6000,7800,.0906823849467242,.316972205795387,.413245033112583,.3,38.3359782362276,46.2897526501767,17.1163001586942,22.1783413011848,9.06823849467242,1
באר שבע 641,2918,2868,1356,593,522,1212,1798,1816,86900,60600,5600,7800,-.0171350239890335,.118811881188119,.136015325670498,.392857142857143,41.5352981494174,47.2803347280335,17.8889650445511,20.676429567643,-1.71350239890335,1
באר שבע 634,1382,514, , , , , , , , , , ,-.62807525325615, , , , , , , ,-62.807525325615,0
באר שבע 633,2487,3080,1407,311,263,688,1565,2013,36100,33200,3500,4200,.238439887414556,1.04505813953488,.182509505703422,.2,27.6638520305589,45.6818181818182,10.5749899477282,10.0974025974026,23.8439887414556,1
באר שבע 632,4311,3679,1030,390,397,1142,2840,2345,60100,36300,3900,5600,-.146601716539086,-.0980735551663747,-.017632241813602,.435897435897436,26.4903734632336,27.9967382440881,9.20900023196474,10.6007067137809,-14.6601716539086,1
באר שבע 631,4786,4424,1775,757,785,1943,3407,2906,63300,44600,4300,6000,-.0756372753865441,-.0864642305712815,-.0356687898089172,.395348837209302,40.5975762641036,40.122061482821,16.402005850397,17.1112115732369,-7.56372753865441,1
באר שבע 623,1325, , , , , , , , , , , , , , , , , , , , ,0
באר שבע 614,2235,2241,1215,471,510,1220,1441,1488,73200,50700,4700,6700,.00268456375838921,-.00409836065573765,-.0764705882352941,.425531914893617,54.586129753915,54.2168674698795,22.8187919463087,21.0174029451138,.268456375838921,1
באר שבע 613,4488,5177,2105,931,678,1558,2618,3175,90900,68900,6300,8200,.153520499108734,.351091142490372,.373156342182891,.301587301587302,34.7147950089127,40.6606142553602,15.1069518716578,17.9833880625845,15.3520499108734,1
באר שבע 612,3046,4752,1546,667,284,751,1746,2843,83100,47100,4500,7400,.560078791858175,1.05858854860186,1.34859154929577,.644444444444444,24.6552856204859,32.53367003367,9.32370321733421,14.0361952861953,56.0078791858175,0
באר שבע 611,3712,4693,2100,1018,654,1550,2380,2860,87300,54900,5200,7800,.264278017241379,.354838709677419,.556574923547401,.5,41.7564655172414,44.747496271042,17.6185344827586,21.6918815256765,26.4278017241379,0
באר שבע 523,3344,3055,909,321,296,921,2086,1978,67600,44000,4300,6200,-.0864234449760766,-.0130293159609121,.0844594594594594,.441860465116279,27.5418660287081,29.7545008183306,8.85167464114833,10.5073649754501,-8.64234449760766,1
באר שבע 522,2909,3025,838,315,232,703,1818,1911,70800,45500,4400,6500,.0398762461326916,.19203413940256,.357758620689655,.477272727272727,24.1663801993812,27.702479338843,7.97524922653833,10.4132231404959,3.98762461326916,1
באר שבע 521,2554,2181,666,252,253,782,1723,1476,69000,42500,4200,6200,-.146045418950666,-.148337595907928,-.00395256916996045,.476190476190476,30.61863743148,30.5364511691884,9.90602975724354,11.5543328748281,-14.6045418950666,1
באר שבע 513,3304,3513,1710,929,690,1551,2264,2259,80500,48800,4700,7500,.0632566585956416,.102514506769826,.346376811594203,.595744680851064,46.9430992736077,48.6763450042699,20.8837772397094,26.44463421577,6.32566585956416,1
באר שבע 512,3389,3160,1020,403,301,1078,2307,2090,69100,44200,4400,6400,-.0675715550309826,-.0538033395176253,.338870431893688,.454545454545455,31.8087931543228,32.2784810126582,8.8816760106226,12.753164556962,-6.75715550309826,1
באר שבע 511,2300,1905, , ,382,1048,1531, , ,44000,4200, ,-.171739130434783, , , ,45.5652173913043, ,16.6086956521739, ,-17.1739130434783,0
באר שבע 434,4256,3909,1416,561,576,1391,2631,2543,65000,41400,4200,6000,-.0815319548872181,.0179726815240835,-.0260416666666666,.428571428571429,32.6832706766917,36.2240982348427,13.5338345864662,14.3514965464313,-8.15319548872181,1
באר שבע 433,1714,1653, , , , , , , , , , ,-.0355892648774796, , , , , , , ,-3.55892648774796,0
באר שבע 432,3874,3379,1498,692,733,1759,2535,2069,69800,46000,4500,6500,-.127774909654104,-.14837976122797,-.0559345156889495,.444444444444444,45.4052658750645,44.332642793726,18.921011874032,20.4794317845516,-12.7774909654104,1
באר שבע 431,2930,3335,1265,688,544,1124,1565,1642,73000,52800,5000,6800,.138225255972696,.125444839857651,.264705882352941,.36,38.3617747440273,37.9310344827586,18.5665529010239,20.6296851574213,13.8225255972696,1
באר שבע 423,4506,4503,1891,880,887,1884,2687,2646,79000,55500,5100,7100,-.000665778961384866,.00371549893842893,-.00789177001127395,.392156862745098,41.8109187749667,41.9942260715079,19.6848646249445,19.5425272040862,-.0665778961384866,1
באר שבע 422,4963,5858,2481,1171,939,1987,2863,3461,88600,67500,6000,7900,.180334475115857,.24861600402617,.247071352502662,.316666666666667,40.0362683860568,42.3523386821441,18.9200080596413,19.9897575964493,18.0334475115857,1
באר שבע 421,5673,5559,2813,1318,928,2365,3650,3763,99400,75700,6700,8700,-.0200951877313591,.189429175475687,.420258620689655,.298507462686567,41.6887008637405,50.6026263716496,16.3581879076326,23.709300233855,-2.00951877313591,1
באר שבע 415,6511,7864,3081,1385,967,2250,3486,4343,92600,68900,6200,8100,.207802180924589,.369333333333333,.432264736297828,.306451612903226,34.5569037014284,39.1785350966429,14.8517892796805,17.6119023397762,20.7802180924589,1
באר שבע 414,6645,7031,2897,1326,1010,2197,3543,4115,87400,70800,6200,7700,.0580887885628292,.318616294947656,.312871287128713,.241935483870968,33.0624529721595,41.2032427819656,15.1993980436418,18.859337220879,5.80887885628292,1
באר שבע 413,7134,6899,3221,1379,1333,3035,4132,4340,78500,60000,5400,7100,-.0329408466498458,.0612850082372323,.0345086271567892,.314814814814815,42.542753013737,46.6879257863458,18.6851696103168,19.9884041165386,-3.29408466498458,1
באר שבע 412,2650,2586,1240,546,553,1224,1618,1589,78300,59400,5200,7000,-.0241509433962264,.0130718954248366,-.0126582278481012,.346153846153846,46.188679245283,47.9505027068832,20.8679245283019,21.1136890951276,-2.41509433962264,1
באר שבע 411,962,6167,2243,966, , , ,3367,104900, , ,9200,5.41060291060291, , , , ,36.3710069725961, ,15.6640181611805,541.060291060291,0
באר שבע 313,3151,3178,1522,632,624,1372,1819,1989,85600,62000,5600,7500,.00856870834655665,.10932944606414,.0128205128205128,.339285714285714,43.5417327832434,47.8917558212712,19.8032370675976,19.8867212083071,.856870834655665,1
באר שבע 312,4768,4918,2387,1070,984,2127,2757,3045,83400,62500,5500,7500,.0314597315436242,.122237893747062,.0873983739837398,.363636363636364,44.6098993288591,48.5359902399349,20.6375838926174,21.7568117120781,3.14597315436242,1
באר שבע 311,3565,3636,1761,736,649,1545,2189,2323,82900,58200,5300,7500,.0199158485273492,.139805825242718,.134052388289676,.415094339622641,43.3380084151473,48.4323432343234,18.2047685834502,20.2420242024202,1.99158485273492,1
באר שבע 234,2761,3003,1461,631,473,1145,1680,1934,96500,69400,6100,8500,.0876494023904382,.275982532751092,.334038054968288,.39344262295082,41.4704817095255,48.6513486513487,17.1314741035857,21.012321012321,8.76494023904382,1
באר שבע 226,1564,1363, , , , , , , , , , ,-.128516624040921, , , , , , , ,-12.8516624040921,0
באר שבע 225,3764,3414,1551,602,642,1579,2320,2200,74300,52700,4700,6600,-.0929861849096706,-.0177327422419252,-.0623052959501558,.404255319148936,41.9500531349628,45.4305799648506,17.0563230605739,17.6332747510252,-9.29861849096706,1
באר שבע 224,2201,2191,896,327,337,861,1375,1437,71700,51500,4700,6500,-.00454338936846888,.0406504065040652,-.0296735905044511,.382978723404255,39.118582462517,40.8945686900958,15.3112221717401,14.924691921497,-.454338936846888,1
באר שבע 223,2671,2498,1026,413,449,1107,1706,1576,72200,53800,4900,6800,-.0647697491576189,-.073170731707317,-.0801781737193764,.387755102040816,41.4451516286035,41.0728582866293,16.8101834518907,16.533226581265,-6.47697491576189,1
באר שבע 222,3225,3066,1169,421,512,1269,2043,1979,63800,40000,4000,5900,-.0493023255813954,-.0788022064617809,-.177734375,.475,39.3488372093023,38.1278538812785,15.8759689922481,13.7312459230267,-4.93023255813954,1
באר שבע 221,3112,2981,1276,455,521,1363,1990,1894,65300,45100,4200,6000,-.0420951156812339,-.0638297872340425,-.126679462571977,.428571428571429,43.7982005141388,42.8044280442804,16.7416452442159,15.2633344515263,-4.20951156812339,1
באר שבע 216,3794,3442,1449,484,600,1610,2528,2323,62000,39000,3900,5800,-.0927780706378493,-.1,-.193333333333333,.487179487179487,42.4354243542435,42.0976176641487,15.8144438587243,14.0615920976177,-9.27780706378493,1
באר שבע 215,1896,1794, , , , , , , , , , ,-.0537974683544303, , , , , , , ,-5.37974683544303,0
באר שבע 214,4981,5143,2155,856,727,1773,2806,3125,81100,60100,5400,7100,.0325235896406344,.215454032712916,.177441540577717,.314814814814815,35.5952619955832,41.9016138440599,14.5954627584822,16.643982111608,3.25235896406344,1
באר שבע 213,2625,3922,1257,503,348,786,1377,2225,74100,56900,5100,6600,.494095238095238,.599236641221374,.445402298850575,.294117647058824,29.9428571428571,32.0499745028047,13.2571428571429,12.8250892401836,49.4095238095238,0
באר שבע 212,4746,4588,1612,596,692,1814,2943,2698,69200,49700,4600,6200,-.033291192583228,-.11135611907387,-.138728323699422,.347826086956522,38.2216603455541,35.1351351351351,14.5806995364517,12.9904097646033,-3.3291192583228,1
באר שבע 211,3796,3491,1449,635,706,1604,2496,2250,70700,52000,4900,6500,-.0803477344573235,-.0966334164588528,-.10056657223796,.326530612244898,42.2550052687039,41.5067315955314,18.5985247629083,18.189630478373,-8.03477344573235,1
באר שבע 133,1595,1082, , , , , , , , , , ,-.321630094043887, , , , , , , ,-32.1630094043887,0
באר שבע 132,3272,2652,992,374,396,1113,2112,1747,57800,38600,4000,5500,-.189486552567237,-.108715184186882,-.0555555555555556,.375,34.0158924205379,37.4057315233786,12.1026894865526,14.1025641025641,-18.9486552567237,1
באר שבע 131,2351,2410,1205,325,251,711,1583,1830,37600,42400,4100,4200,.0250957039557635,.69479606188467,.294820717131474,.024390243902439,30.2424500212675,50,10.6763079540621,13.4854771784232,2.50957039557635,1
באר שבע 123,1340,1169, , , , , , , , , , ,-.127611940298507, , , , , , , ,-12.7611940298507,0
באר שבע 122,1468,1050, , , , , , , , , , ,-.284741144414169, , , , , , , ,-28.4741144414169,0
באר שבע 121,4110,3328,1076,383,385,1243,2594,2291,51900,34600,3700,5100,-.190267639902676,-.134352373290426,-.0051948051948052,.378378378378378,30.2433090024331,32.3317307692308,9.36739659367397,11.5084134615385,-19.0267639902676,1
באר שבע 113,1785,1931, , , , , , , , , , ,.0817927170868347, , , , , , , ,8.17927170868347,0
באר שבע 112,2765,2090,604,207,259,663,1579,1376,56700,37900,4000,5500,-.244122965641953,-.0889894419306184,-.200772200772201,.375,23.9783001808318,28.8995215311005,9.36708860759494,9.90430622009569,-24.4122965641953,1
באר שבע 111,2673,2326,722,264,300,800,1504,1370,48500,32500,3600,5000,-.129816685372241,-.0975,-.12,.388888888888889,29.9289188178077,31.0404127257094,11.2233445566779,11.3499570077386,-12.9816685372241,1
באר יעקב,9676,26123,8458,4553,712,1999,4726,13843,109000,59300,5400,9700,1.69977263331955,3.23111555777889,5.39466292134831,.796296296296296,20.6593633732948,32.3775982850362,7.35841256717652,17.4290854802282,169.977263331955,0
באר טוביה,829,1214, , , , , , , , , , ,.464414957780458, , , , , , , ,46.4414957780458,0
באר אורה,97,967, , , , , , , , , , ,8.96907216494845, , , , , , , ,896.907216494845,0
באקה אל-גרביה,33654,29394, , , , , , , , , , ,-.126582278481013, , , , , , , ,-12.6582278481013,1
אשתאול,964,1253, , , , , , , , , , ,.299792531120332, , , , , , , ,29.9792531120332,0
אשרת,678,549, , , , , , , , , , ,-.190265486725664, , , , , , , ,-19.0265486725664,0
אשקלון 323,5033,5003,1902,625,675,1970,3249,3308,65900,44500,4200,6100,-.00596065964633419,-.034517766497462,-.0740740740740741,.452380952380952,39.1416650109279,38.0171896861883,13.4114842042519,12.4925044973016,-.596065964633419,1
אשקלון 322,3955,3528,1091,340,403,1256,2586,2270,61100,38200,3900,5700,-.107964601769912,-.131369426751592,-.156327543424318,.461538461538461,31.7572692793932,30.9240362811791,10.1896333754741,9.63718820861678,-10.7964601769912,1
אשקלון 321,5724,6169,1861,690,574,1608,3409,3723,69000,45800,4300,6300,.0777428371767994,.157338308457711,.202090592334495,.465116279069767,28.0922431865828,30.1669638515156,10.0279524807827,11.1849570432809,7.77428371767994,1
אשקלון 316,4289,4059,1253,402,414,1277,2858,2774,56500,36000,3800,5400,-.0536255537421311,-.0187940485512921,-.0289855072463768,.421052631578947,29.7738400559571,30.869672333087,9.65259967358359,9.90391722099039,-5.36255537421311,1
אשקלון 315,2192,1973, , ,225,711,1484, , ,33100,3500, ,-.0999087591240876, , , ,32.4361313868613, ,10.264598540146, ,-9.99087591240876,0
אשקלון 314,5562,4736,1533,527,532,1691,3591,3170,58700,36600,3700,5700,-.148507731032003,-.0934358367829686,-.00939849624060152,.540540540540541,30.4027328299173,32.3690878378378,9.56490471053578,11.1275337837838,-14.8507731032003,1
אשקלון 313,4307,7262,2513,965,610,1570,2894,4445,65800,29200,3400,6200,.686092407708382,.600636942675159,.581967213114754,.823529411764706,36.4522869746924,34.6047920683007,14.162990480613,13.2883503167172,68.6092407708382,0
אשקלון 311,4107,3897,1966,852,877,2027,2648,2633,70500,47200,4400,6300,-.0511322132943755,-.0300937345831278,-.0285062713797035,.431818181818182,49.354760165571,50.4490633820888,21.3537862186511,21.8629715165512,-5.11322132943755,1
אשקלון 226,3516,5046,1182,457,206,679,2105,2898,68000,36800,3800,6200,.435153583617747,.74079528718704,1.21844660194175,.631578947368421,19.3117178612059,23.4244946492271,5.85893060295791,9.05667855727309,43.5153583617747,0
אשקלון 225,4112,4091,1111,393,317,961,2591,2673,66700,42600,4100,6200,-.00510700389105057,.156087408949011,.239747634069401,.51219512195122,23.3706225680934,27.1571742850159,7.7091439688716,9.60645318992911,-.510700389105057,1
אשקלון 223,2183,1800, , , , , , , , , , ,-.175446633073752, , , , , , , ,-17.5446633073752,0
אשקלון 222,1073,487, , , , , , , , , , ,-.546132339235788, , , , , , , ,-54.6132339235788,0
אשקלון 221,4190,3842,2293,953,999,2507,2788,2521,74600,54000,4900,6800,-.083054892601432,-.0853609892301556,-.046046046046046,.387755102040816,59.8329355608592,59.6824570536179,23.8424821002387,24.8047891723061,-8.3054892601432,1
אשקלון 215,3328,3662,1777,761,580,1304,1869,2359,79200,50200,4800,7200,.100360576923077,.362730061349693,.312068965517241,.5,39.1826923076923,48.5253959584926,17.4278846153846,20.7809939923539,10.0360576923077,1
אשקלון 214,2955,3605,1728,711,518,1348,1794,2224,81100,49900,4600,7300,.219966159052454,.281899109792285,.372586872586873,.58695652173913,45.6175972927242,47.9334257975035,17.5296108291032,19.7226074895978,21.9966159052454,1
אשקלון 213,5399,8940,4361,1894,1245,2806,3264,5561,81300,54800,5000,7300,.655862196703093,.554169636493229,.521285140562249,.46,51.9725875162067,48.7807606263982,23.059825893684,21.1856823266219,65.5862196703093,0
אשקלון 212,6167,6710,2845,1225,871,2022,3304,4151,82600,63500,5700,7400,.0880492946327225,.40702274975272,.406429391504018,.298245614035088,32.787416896384,42.3994038748137,14.1235608886006,18.2563338301043,8.80492946327225,1
אשקלון 211,4864,4504,1819,715,690,1759,2999,3041,76800,53200,5000,6900,-.0740131578947368,.0341102899374646,.036231884057971,.38,36.1636513157895,40.386323268206,14.1858552631579,15.8747779751332,-7.40131578947368,1
אשקלון 127,1025,903, , , , , , , , , , ,-.119024390243902, , , , , , , ,-11.9024390243902,0
אשקלון 126,3000,4376,1945,906,561,1206,1850,2808,80500,54400,5100,7200,.458666666666667,.612769485903814,.614973262032086,.411764705882353,40.2,44.4469835466179,18.7,20.7038391224863,45.8666666666667,0
אשקלון 125,4451,5273,2226,982,691,1702,2742,3379,75100,52800,5000,6900,.184677600539205,.307873090481786,.421128798842258,.38,38.2385980678499,42.2150578418358,15.5246012132105,18.6231746633795,18.4677600539205,1
אשקלון 124,3866,4120,1686,819,647,1378,2262,2458,85300,61300,5800,7700,.065700982928091,.223512336719884,.265842349304482,.327586206896552,35.644076564925,40.9223300970874,16.7356440765649,19.878640776699,6.5700982928091,1
אשקלון 123,4240,5453,2148,1062,773,1736,2648,3186,88100,60100,5900,7900,.286084905660377,.237327188940092,.373868046571798,.338983050847458,40.9433962264151,39.3911608289015,18.2311320754717,19.4755180634513,28.6084905660377,0
אשקלון 122,3933,4803,2056,1048,758,1578,2520,2997,82900,56100,5300,7600,.221205186880244,.302915082382763,.382585751978892,.433962264150943,40.1220442410374,42.80657922132,19.2728197304856,21.8196960233188,22.1205186880244,1
אשקלון 121,736,2170,1156,559, , , ,1434,63300, , ,6300,1.94836956521739, , , , ,53.2718894009217, ,25.7603686635945,194.836956521739,0
אשקלון 114,4731,5354,2092,1003,764,1665,2884,3224,78400,53900,5300,7300,.131684633269922,.256456456456456,.31282722513089,.377358490566038,35.1934051997464,39.0735898393724,16.148805749313,18.7336570788196,13.1684633269922,1
אשקלון 113,6566,8979,3674,1734,977,2253,3906,5416,87400,60000,5500,7800,.367499238501371,.630714602751886,.77482088024565,.418181818181818,34.3131282363692,40.9176968482014,14.8796832165702,19.311727363849,36.7499238501371,0
אשקלון 112,5092,8345,3158,1477,567,1132,1734,4556,97300,82300,7400,8800,.638845247446976,1.78975265017668,1.60493827160494,.189189189189189,22.2309505106049,37.8430197723188,11.1351139041634,17.6992210904733,63.8845247446976,0
אשלים,256,551, , , , , , , , , , ,1.15234375, , , , , , , ,115.234375,0
אשל הנשיא,341,355, , , , , , , , , , ,.0410557184750733, , , , , , , ,4.10557184750733,0
אשכולות,525,566, , , , , , , , , , ,.078095238095238, , , , , , , ,7.8095238095238,0
אשחר,473,918, , , , , , , , , , ,.940803382663848, , , , , , , ,94.0803382663848,0
אשדות יעקב (מאוחד),361,513, , , , , , , , , , ,.421052631578947, , , , , , , ,42.1052631578947,0
אשדות יעקב (איחוד),654,981, , , , , , , , , , ,.5, , , , , , , ,50,0
אשדוד 434,2399,5775,2297,1077,355,775,1252,3040,109000,84900,7600,9800,1.40725302209254,1.96387096774194,2.03380281690141,.289473684210526,32.3051271363068,39.7748917748918,14.7978324301792,18.6493506493506,140.725302209254,0
אשדוד 433,5756,5595,2475,1108,976,2220,3569,3537,94700,76900,6900,8500,-.0279708130646282,.114864864864865,.135245901639344,.231884057971014,38.5684503127172,44.2359249329759,16.9562195969423,19.8033958891868,-2.79708130646282,1
אשדוד 432,4554,4583,2067,951,710,1657,2618,2841,98300,80900,7300,8900,.00636802810715853,.247435123717562,.33943661971831,.219178082191781,36.3855950812473,45.1014619245036,15.590689503733,20.7506000436395,.636802810715853,1
אשדוד 426,3439,3906,1644,776,605,1383,2238,2523,82300,63900,6000,7700,.135795289328293,.188720173535792,.282644628099173,.283333333333333,40.2151788310555,42.0890937019969,17.592323349811,19.8668714797747,13.5795289328293,1
אשדוד 425,5362,5272,2179,940,818,2030,3353,3347,87400,65000,5800,7800,-.0167847817978366,.0733990147783252,.149144254278729,.344827586206897,37.8590078328982,41.3315629742033,15.2555016784782,17.8300455235205,-1.67847817978366,1
אשדוד 424,2783,2539,1060,483,420,1018,1652,1568,87600,62400,5600,7800,-.0876751706791232,.0412573673870333,.15,.392857142857143,36.5792310456342,41.7487199684915,15.0916277398491,19.0232374950768,-8.76751706791232,1
אשדוד 423,4689,4593,2021,838,718,1727,2866,2976,87400,60400,5600,7900,-.0204734484964811,.170237405906196,.167130919220056,.410714285714286,36.8308807848155,44.001741780971,15.3124333546598,18.2451556716743,-2.04734484964811,1
אשדוד 422,7742,9422,3797,1587,1044,2461,4112,5326,95900,75500,6600,8600,.216998191681736,.542868752539618,.520114942528736,.303030303030303,31.7876517695686,40.2992995117809,13.4848876259365,16.8435576310762,21.6998191681736,1
אשדוד 421,7037,7016,3259,1411,1064,2517,3880,4308,91600,71900,6400,8200,-.00298422623276962,.294795391338895,.326127819548872,.28125,35.7680829899105,46.4509692132269,15.1200795793662,20.1111744583808,-.298422623276962,1
אשדוד 413,2703,2552,1384,592,597,1418,1730,1641,87800,60200,5400,7800,-.0558638549759527,-.0239774330042313,-.00837520938023451,.444444444444444,52.4602293747688,54.2319749216301,22.0865704772475,23.1974921630094,-5.58638549759527,1
אשדוד 412,3735,3491,2128,968,954,2211,2349,2245,88300,64300,5700,7800,-.0653279785809906,-.0375395748530077,.0146750524109014,.368421052631579,59.1967871485944,60.9567459180751,25.5421686746988,27.7284445717559,-6.53279785809906,1
אשדוד 411,4792,4317,2454,990,974,2370,2855,2860,85600,63800,5600,7700,-.0991235392320534,.0354430379746835,.0164271047227926,.375,49.457429048414,56.8450312717165,20.3255425709516,22.9325920778318,-9.91235392320534,1
אשדוד 343,3426,3235,1830,717,735,1945,2294,2146,79300,60700,5400,7100,-.0557501459427904,-.0591259640102828,-.0244897959183673,.314814814814815,56.7717454757735,56.5687789799073,21.4535901926445,22.1638330757342,-5.57501459427904,1
אשדוד 342,4822,4251,2373,1002,1087,2625,3078,2802,83100,62500,5600,7500,-.118415595188718,-.096,-.0781968721251149,.339285714285714,54.4379925342182,55.8221594918843,22.5425134798839,23.5709244883557,-11.8415595188718,1
אשדוד 333,5150,5076,1770,718,602,1666,3011,3083,76200,54300,5200,7000,-.0143689320388349,.0624249699879953,.192691029900332,.346153846153846,32.3495145631068,34.8699763593381,11.6893203883495,14.1449960598897,-1.43689320388349,1
אשדוד 332,1987,1803, , , , , , , , , , ,-.0926019124308002, , , , , , , ,-9.26019124308002,0
אשדוד 331,3179,2795,1704,799,868,1968,2031,1766,83800,61300,5400,7500,-.120792702107581,-.134146341463415,-.0794930875576036,.388888888888889,61.9062598301353,60.9660107334526,27.3041837055678,28.5867620751342,-12.0792702107581,1
אשדוד 323,4528,5189,1992,770,572,1650,2733,3200,73000,47700,4400,6600,.145980565371025,.207272727272727,.346153846153846,.5,36.4399293286219,38.3888995952977,12.6325088339223,14.8390826748892,14.5980565371025,1
אשדוד 322,4476,4486,596,139,99,542,1845,2276,57400,40600,3900,5300,.00223413762287761,.0996309963099631,.404040404040404,.358974358974359,12.1090259159964,13.2857779759251,2.21179624664879,3.09852875613018,.223413762287761,1
